Value,Date,Sub-Sector,Super Region,Description,Time Level,Category 2,Seasonal Adjustment,Unit,Source
7468.23,2020-03-17,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
678.03,2020-03-16,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2386.13,2020-03-16,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
6596.71,2020-03-16,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
20188.52,2020-03-16,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7023.44,2020-03-16,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
762.6,2020-03-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2711.02,2020-03-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7519.6,2020-03-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23185.62,2020-03-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7939.4,2020-03-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
723.88,2020-03-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2480.64,2020-03-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
6924.4,2020-03-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
21200.62,2020-03-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7259.02,2020-03-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
812.44,2020-03-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2741.38,2020-03-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7720.97,2020-03-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23553.22,2020-03-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8126.09,2020-03-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
860.03,2020-03-10,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2882.23,2020-03-10,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8172.27,2020-03-10,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
25018.16,2020-03-10,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8520.84,2020-03-10,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
852.8,2020-03-09,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2746.56,2020-03-09,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7842.88,2020-03-09,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23851.02,2020-03-09,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8083.49,2020-03-09,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
901.7,2020-03-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2972.37,2020-03-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8503.09,2020-03-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
25864.78,2020-03-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8956.06,2020-03-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
908.14,2020-03-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3023.94,2020-03-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8575.61,2020-03-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
26121.28,2020-03-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9010.92,2020-03-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
926.14,2020-03-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3130.12,2020-03-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8900.54,2020-03-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
27090.86,2020-03-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9512.05,2020-03-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
877.25,2020-03-03,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3003.37,2020-03-03,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8520.3,2020-03-03,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
25917.41,2020-03-03,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9200.67,2020-03-03,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
886.52,2020-03-02,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3090.23,2020-03-02,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8746.05,2020-03-02,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
26703.32,2020-03-02,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9475.68,2020-03-02,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
839.96,2020-02-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2954.22,2020-02-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8394.63,2020-02-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
25409.36,2020-02-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9388.19,2020-02-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
865.47,2020-02-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2978.76,2020-02-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8530.18,2020-02-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
25766.64,2020-02-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9484.44,2020-02-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
906.97,2020-02-26,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3116.39,2020-02-26,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8909.77,2020-02-26,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
26957.59,2020-02-26,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9840.89,2020-02-26,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
915.77,2020-02-25,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3128.21,2020-02-25,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8996.46,2020-02-25,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
27081.36,2020-02-25,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
10061.46,2020-02-25,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
935.91,2020-02-24,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3225.89,2020-02-24,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9296.87,2020-02-24,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
27960.8,2020-02-24,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
10509.92,2020-02-24,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
948.74,2020-02-21,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3337.75,2020-02-21,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9602.49,2020-02-21,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
28992.41,2020-02-21,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
10908.94,2020-02-21,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
952.4,2020-02-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3373.23,2020-02-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9679.08,2020-02-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29219.98,2020-02-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
11032.96,2020-02-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
950.01,2020-02-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3386.15,2020-02-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9680.12,2020-02-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29348.03,2020-02-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
10943.24,2020-02-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
960.89,2020-02-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3370.29,2020-02-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9661.41,2020-02-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29232.19,2020-02-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
10865.58,2020-02-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
955.35,2020-02-14,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3380.16,2020-02-14,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9682.42,2020-02-14,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29398.08,2020-02-14,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
10862.92,2020-02-14,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
947.38,2020-02-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3373.94,2020-02-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9700.51,2020-02-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29423.31,2020-02-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
10994.14,2020-02-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
