Value,Date,Sub-Sector,Super Region,Timelevel,Frequency,Region,Parameter,Unit,Source
331.72,1999-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
339.99,1999-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
335.48,1999-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
345,1999-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
345,1999-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
333.62,1999-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
332.21,1999-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
323.54,1998-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
323.54,1998-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
335.27,1998-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
330.16,1998-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
309.77,1998-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
328.99,1998-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
338.07,1998-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
332.28,1998-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
350.88,1998-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
351.15,1998-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
334.48,1998-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
334.48,1998-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
317.81,1998-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
316.75,1998-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
304.69,1997-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
304.69,1997-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
323.52,1997-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
315.96,1997-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
303.78,1997-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
300.91,1997-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
309.69,1997-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
320.32,1997-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
326.28,1997-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
319.13,1997-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
313.22,1997-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
313.22,1997-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
297.11,1997-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
300.51,1997-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
283.85,1996-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
283.85,1996-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
299.3,1996-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
307.93,1996-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
302.12,1996-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
313.16,1996-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
308.41,1996-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
314.44,1996-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
303.93,1996-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
303.18,1996-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
299.66,1996-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
299.66,1996-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
301.27,1996-02-29,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
303.08,1996-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
303.33,1995-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
303.33,1995-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
318.98,1995-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
311.07,1995-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
305.85,1995-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
307.75,1995-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
315.6,1995-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
327.91,1995-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
332.35,1995-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
336.45,1995-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
339.49,1995-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
339.49,1995-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
329.08,1995-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
330.46,1995-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
337.25,1994-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
337.25,1994-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
346.29,1994-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
343.24,1994-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
335.33,1994-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
328.52,1994-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
332.53,1994-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
327.93,1994-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
331.54,1994-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
339.39,1994-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
342.35,1994-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
342.35,1994-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
335.35,1994-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
338.07,1994-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
335.39,1993-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
335.39,1993-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
337.31,1993-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
330.32,1993-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
320.73,1993-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
335.47,1993-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
351.87,1993-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
352.28,1993-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
352.86,1993-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
348.71,1993-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
337.11,1993-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
337.11,1993-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
332.34,1993-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
326.7,1993-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
318.14,1992-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
318.14,1992-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
325.39,1992-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
332.66,1992-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
322.06,1992-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
328.17,1992-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
332.64,1992-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
325.07,1992-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
343.51,1992-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
348,1992-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
338.54,1992-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
338.54,1992-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,QUARTERLY,Q,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
346.3,1992-02-29,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
341.33,1992-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MONTHLY,M,UNITED STATES,CRUDE OIL INVENTORY (EXCLUDING SPR),"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION
